SMILES
CC1=CN=C(C(=N1)C)C
CCCCCCCC1CCCC(=O)O1
COC1=CC=C(C=C1)CC=C
CC1=C(C=CO1)SSC
CCCCO
CCCCC(O)=O
CCC1=CC=C(C=C1)O
CC=CC1=CC=C(C=C1)OC
CC1=CC(=C(C=C1)OC)O
COC1=CC=C(C=C1)C=O
CCCC(=O)OC
CC(C)CO
COC1=CC(=CC2=C1OCO2)CC=C
CCCC1CC=CC(=O)O1
C1=CC=C(C=C1)CCS
CCC(=O)C1=NCCC1
C1=CC=C(C=C1)C=CCO
CC(=O)C1=NC=CN=C1
CC(=O)C1=CCCCN1
CCOC(=O)C1CCCCC1
CCC1OC(=O)C(=C1C)O
CCCCCCOC(C)=O
CCC(C)C(C(=O)O)O
CC(C)C=CS
CC(C)(S)CCOC=O
CC(C)CCCCCCCCCCC=O
 CCCC(S)CCO
CCCC(S)CCOC(C)=O
CSSSSC
C=CC1=CC=C(C=C1)O
CCCC\C=C\C=O
CC\C=C/CCOC(C)=O
CC(=C)C1=CC=C(C)CC1
COC1=C(C)OC(C)C1=O
CC1=CC=C(C=C1)C(=O)C
CC1=CC=C(C=C1)C(=C)C
CCCCC1CCC(=O)O1
CC(=C)[C@@H]1CC=C(C)C(=O)C1
CCCCCC(O)C=C
CC(C)[C@@H]1CCC(=C)C=C1
CCC(=O)C(C)S
CCCCCCC[C@H]1CCC(=O)O1
CCCCCCC\C=C\C=O
CCCC=CCCCCC=O
CCOC(=O)/C=C/C1=CC=CC=C1
CCOC(=O)C(C(C)C)O
CCCCC(=O)OCC
CC1(C2CCC(C2)(C1=O)C)C
CCCCCC(C)O
CC1=CC(=C(C=C1)O)OC
COC(=O)/C=C/C1=CC=CC=C1
CCCSSSC
CC(=O)CC(C)(C)S
CC/C=C/CC\C=C\CO
CCCCC\C=C/C=O
CCC(=O)C=C
CC(C)[C@H]1CC=C(C)C=C1
CC(C)[C@@H]1CC=C(C)C=C1
CC1(C)C2CCC(=C)C1C2
CCC(O)=O
CCCCC\C=C/C=C/C=C
CCCSSSCCC
CCOC(C)=O
CCCC(O)CC(=O)OCC
CCC(C)C(=O)C=CC
CCCCC(=O)C=C
CC(O)C(C)=O
C/C=C/C1=CC(=C(C=C1)O)OC
CC1=C(O)C(=O)C=CO1
CSCSC
COC1=C(C=C(C=C1)CC=C)OC
CCC(C)COC(C)=O
CCCC(=O)C(C)CC
CC1=CC=CC=C1O
CCC(C(C)CO)S
CCCCOC(C)=O
CCCC1=CC(=C(C=C1)O)OC
CC1CCOC(C1)C=C(C)C
CCCCCCCC\C=C\C=O
CCCC[C@H]1[C@@H](CC(=O)O1)C
CCCCCCC\C=C/C=O
CCC\C=C\C=C\CCCO
COC1=C(C(=CC=C1)OC)O
CC1=CN=C(C(=N1)C)C=C
CCC1=NC(=CN=C1C=C)C
CCOC(=O)C1=CC=CC=C1
CCCCCCCCCC(=O)OCC
CCC(C)C(C(=O)OCC)O
CCOC(=O)CC1=CC=CC=C1
CSCC=C
CCOC1=C(C=CC(=C1)C=O)O
S
CC1=CCC(CC1)C(C)(C)S
COC1=CC2=C(C=C1)C=CC(=O)O2
CC1=CN=C(C(=N1)C)OC
COCCC(C)(C)S
CCC(C)C(O)C(O)=O
COC(=O)C1=CC=CC=C1
COC(=O)C(C)C
CCCC[C@@H](C)CCC([O-])=O
CC1=CC(=CC=C1)O
CC(=CS)C
CSCC=C
CCCCCCCC(C)=O
CCCC1CCCC(=O)O1
C1=CC=C(C=C1)CCC(=O)O
CC(=O)OC/C=C/C1=CC=CC=C1
C1OC2=C(O1)C=C(C=C2)C=O
CCCOC(=O)[C@@H](C)CC
CC(C)[C@@]12CCC(=C)[C@@H]1C2
CC(C)[C@]12CCC(=C)[C@H]1C2
CC[C@@H](C)C(=O)CC
CC1=CC[C@@H](CC1)C(C)(C)O
C1=CSC(=C1)CS
C1=CC=C2C(=C1)C=CC(=O)O2
CC1=CC(OC1=O)(C)C
C/C=C/CC/C=C/C=C/C=C
CC(C)C1=CC=C(C=C1)C=O
CS[S](C)=O
C/C=C/C(=O)C1=C(C)CCCC1(C)C
C=CCS[S](=O)CC=C
CSSC
CC1=CC(=C(C=C1)O)C
CC1=C(C(=CC=C1)C)O
CCCSSCCC
CCOC(=O)CCC(C)C
CCOC(=O)CCSC
CCCC[C@@H](CC)CCC([O-])=O
COC1=C(C=C(C=C1)CC=C)OC
